icd10,exp_mcr_inpatient,exp_mcr_outpatient,exp_total_inpatient,exp_total_outpatient,bene_ip,bene_op
S86921S,,144.04909,,178.96773,0,18
S86922A,8832.2578,443.74521,9975.3818,587.41821,21,181
S86922D,,132.29781,,167.17781,0,27
S86922S,,373.38571,,513.67047,1,17
S86929A,,130.27812,,173.27438,0,25
S86991A,9066.4287,240.47629,10305.691,310.11566,13,142
S86991D,,434.3493,,548.90997,7,29
S86992A,,231.5152,,303.66299,5,136
S86992D,,149.8934,,193.49879,8,31
S86999A,,515.22351,,649.96741,1,19
S8700XA,,151.6557,,196.16109,2,102
S8701XA,9763.7734,257.67566,10362.298,333.57199,20,329
S8701XD,,209.83394,,291.63916,5,38
S8701XS,,105.02322,,140.67999,0,26
S8702XA,7643.2666,255.62827,8508.0352,340.91592,24,301
S8702XD,,337.36685,,426.61029,3,40
S8702XS,,101.89433,,133.51633,4,23
S8780XA,1625.202,232.93581,1940.192,301.75763,18,151
S8780XD,,267.88708,,367.65311,5,35
S8780XS,,103.84606,,130.44151,1,20
S8781XA,17110.172,630.11395,17980.924,819.74933,205,939
S8781XD,9630.5547,393.76657,10283.396,489.05606,45,237
S8781XS,,815.65198,,941.23132,10,77
S8782XA,18692.541,627.70837,19706.152,838.52887,245,1071
S8782XD,9760.2354,336.45065,10699.373,437.39374,75,324
S8782XS,,254.90062,,323.88565,11,94
S88011A,5445.1357,1970.632,6947,2492.1807,281,2561
S88011D,6881.6216,2053.094,8743.2354,2621.2695,492,1376
S88011S,6599.8965,1542.3297,8484.6934,1967.9327,170,620
S88012A,5841.5571,2273.3066,7447.1367,2886.7209,230,1868
S88012D,6746.9033,2163.4766,8748.9551,2743.0535,450,1236
S88012S,7033.3018,2059.6438,9184.9365,2632.415,127,480
S88019A,6917.7563,618.4729,8920.5557,792.17743,71,896
S88019D,5793.814,1065.6675,7302.6968,1341.3978,43,123
S88019S,6195.8281,1495.097,8381.8457,1910.1151,22,132
S88021A,10955.309,804.20703,11766.122,1036.5284,32,152
S88021D,8863.71,1299.2944,10985.329,1638.8824,44,101
S88021S,6810.7041,1098.0854,8893.8906,1380.8822,21,44
S88022A,13283.375,671.6748,14062.068,861.79199,25,119
S88022D,8221.4932,1215.0079,10403.563,1564.8986,32,79
S88022S,,808.51324,,1048.3846,9,32
S88029A,6036.7129,243.56908,7705.5669,307.66266,14,329
S88029D,,165.29225,,217.97186,4,22
S88029S,,858.73248,,1081.3358,1,21
S88111A,5618.6782,3408.606,6620.9233,4321.7427,366,8624
S88111D,6556.3872,3390.4998,8418.207,4320.9463,675,7854
S88111S,6267.8237,2339.8723,8200.3584,2975.1433,226,2172
S88112A,4275.2959,3218.9531,5307.6938,4087.0232,313,8040
S88112D,6552.7529,3151.4729,8364.0176,4005.6257,662,7135
S88112S,6009.4878,2344.2485,7728.6133,2986.4534,177,2059
S88119A,3638.22,1521.2499,4644.6211,1923.1525,243,8049
S88119D,5817.0181,2053.9539,7528.7271,2602.9399,81,818
S88119S,6102.0635,1008.4821,7714.9282,1277.9404,41,260
S88121A,17157.084,1562.3627,18174.387,1967.2439,56,496
S88121D,7858.9292,2493.3994,9503.2051,3150.0125,43,227
S88121S,6498.5737,1414.8091,8373.8008,1807.5997,21,96
S88122A,33165.172,1747.9404,34574.699,2207.8391,46,448
S88122D,7457.5439,2137.333,9495.0283,2713.012,41,273
S88122S,7021.313,1808.9435,9035.0703,2314.3804,18,86
S88129A,6997.5239,805.02905,8769.9043,1018.6669,30,1050
S88129D,6256.0103,1240.381,8151.835,1564.6249,13,39
S88129S,,1116.9219,,1404.1614,4,29
S88911A,4632.8374,1747.0427,6113.6167,2206.3318,153,3686
S88911D,6126.5913,1209.1013,8008.6797,1535.6622,163,952
S88911S,6644.0322,1180.5603,8792.042,1487.963,53,544
S88912A,5807.3745,1178.8114,7395.8989,1494.0984,109,1658
S88912D,6739.1895,1245.3578,8665.4492,1586.92,166,674
S88912S,5693.481,1261.9725,7494.2266,1610.1609,53,425
S88919A,1633.3219,522.48895,2224.6089,665.51129,40,799
S88919D,,952.18579,,1194.845,7,76
S88919S,,470.41156,,593.34186,4,85
S88921A,8182.5938,717.54712,8939.2305,905.47095,17,107
S88921D,6401.6899,444.81873,8084.0083,580.8587,22,59
S88921S,,605.84821,,771.9928,11,53
S88922A,6753.7236,452.18668,8052.6543,569.07794,19,86
S88922D,6320.9106,1157.8123,8451.2148,1460.3568,21,71
S88922S,,992.72626,,1249.7596,8,41
S88929A,,253.94414,,323.37076,5,138
S88929D,,326.2962,,410.383,5,13
S88929S,,278.60495,,352.23657,2,19
S89001A,9220.541,347.38437,10148.302,431.22696,149,182
S89001D,7761.3936,353.1098,9201.2949,445.50452,37,91
S89001K,,500.0939,,632.47784,3,12
S89002A,9230.6465,360.00842,10428.612,481.01141,148,155
S89002D,9641.8896,104.53426,11255.462,137.17372,34,88
S89002S,,500.19409,,634.59821,5,12
S89009A,,139.00432,,173.98981,1,22
S89009D,,102.71769,,128.18193,1,12
S89011A,,266.53549,,334.36349,1,14
S89012A,,243.36177,,305.62589,5,16
S89012D,,162.09242,,206.37552,3,14
S89091A,9581.7646,379.0188,10411.97,520.94806,106,128
S89091D,10991.807,201.07587,12287.078,255.18919,24,65
S89092A,8662.3477,488.1564,9407.6055,658.9198,102,126
S89092D,,117.71396,,151.87625,10,69
S89101A,10297.324,635.41821,11188.752,797.6203,120,189
S89101D,8064.8477,244.62595,9106.0654,314.74127,28,86
S89102A,8534.6875,600.70703,9306.2949,787.92322,121,152
S89102D,11630.163,332.97113,13346.455,418.52695,32,91
S89102S,,125.285,,157.245,2,19
S89109A,,107.40266,,137.26222,1,16
S89111A,,202.62062,,253.77,5,15
S89121A,,1030.6835,,1212.5795,3,19
S89122A,,256.88144,,322.4707,3,13
S89131A,,708.53497,,966.14679,4,20
S89132A,,776.52734,,1116.6213,6,14
S89191A,11228.087,757.24561,11960.426,967.94525,101,131
S89191D,6637.4023,111.61414,7901.6191,155.96719,18,58
S89191K,,681.96924,,861.06537,0,13
S89192A,10478.915,749.63367,11465.686,925.59546,80,124
S89192D,8464.4121,314.51239,9620.9697,383.58585,21,57
S89201A,3905.6152,261.50049,4385.6338,347.49872,67,354
S89201D,7814.3755,302.98163,9066.7578,382.39554,48,124
S89201S,,513.8761,,651.36554,3,12
S89202A,3529.2834,236.92424,4007.5691,314.96957,51,295
S89202D,8902.5742,174.783,10397.737,225.19209,49,116
S89209A,,169.82031,,211.19,2,18
S89211A,,177.14833,,222.3175,0,12
S89291A,4890.125,231.61531,5692.3247,308.72726,31,188
S89291D,9581.6094,124.24406,11429.408,160.07094,15,61
S89292A,5298.5625,200.13043,6106.1362,267.39819,29,145
S89292D,11162.831,128.15654,12515.59,163.12981,12,52
S89301A,4801.0024,206.11876,5429.6597,272.75552,151,1422
S89301D,8372.0586,155.4465,9624.9082,198.28683,157,458
S89301K,,1590.2725,,2006.9673,2,33
S89301S,6441.0801,431.11295,8018.4307,548.63098,14,38
S89302A,3220.3599,222.57506,3633.4187,292.01898,121,1231
S89302D,8199.3545,164.21579,9673.4521,213.75456,108,398
S89302G,,286.79886,,365.94269,1,17
S89302K,,1634.2349,,2050.7551,0,28
S89302S,6724.2749,119.37186,8185.9878,156.631,13,36
S89309A,,280.40524,,358.14594,5,42
S89311A,,218.91756,,296.06714,1,43
S89311D,,283.84,,373.74625,2,20
S89312A,,174.24773,,245.69046,8,40
S89312D,,147.07625,,192.27187,0,26
S89321A,,192.1675,,255.18834,3,12
S89322A,,214.33385,,270.44846,4,13
S89322D,,84.600967,,107.04452,2,14
S89391A,4376.0024,244.57329,4883.7827,324.2673,74,688
S89391D,8994.6514,161.81123,10018.584,207.06628,28,244
S89391S,,832.73041,,1048.7155,9,22
S89392A,3809.4546,224.12439,4282.6108,291.8342,51,657
S89392D,7558.9141,173.19797,9231.5498,222.22765,37,220
S89392K,,1929.0479,,2433.2507,1,14
S89392S,,428.72229,,539.75232,4,12
S89399A,,116.03333,,146.78619,4,18
S8980XA,546.34424,272.48154,635.14679,349.22131,44,3763
S8980XD,,200.70274,,256.24658,7,72
S8980XS,,415.92221,,534.96002,0,12
S8981XA,2912.6445,217.51904,3316.0254,285.82599,452,8319
S8981XD,10783.436,314.41641,11628.917,401.79022,67,1931
S8981XS,,350.65369,,444.88437,4,302
S8982XA,3093.2249,210.39987,3447.5544,281.06506,450,8046
S8982XD,10099.149,318.64206,10927.842,406.84726,76,1893
S8982XS,,358.31256,,455.10287,2,196
S8990XA,495.75989,221.85616,579.07391,285.83554,312,14219
S8990XD,6615.6128,262.38535,8174.2373,336.03699,25,1006
S8990XS,,202.06218,,257.50299,5,223
S8991XA,318.73416,144.93367,374.83456,192.94952,5988,100692
S8991XD,7177.4209,202.9601,8102.2832,266.12955,222,5915
S8991XS,6801.7715,186.12297,8022.6323,255.50861,27,1035
S8992XA,401.9971,147.09302,467.65253,195.75037,5665,101116
S8992XD,7315.2505,203.41609,8213.1143,266.0444,249,6268
S8992XS,5292.2856,154.82608,6236.1978,206.06657,31,1067
S9000XA,1669.4012,127.02245,2084.9431,166.48242,21,1090
S9000XD,,141.06329,,177.70158,2,77
S9000XS,,208.41458,,268.95749,3,19
S9001XA,2741.0349,195.75163,3132.3503,264.16946,264,14983
S9001XD,6690.1304,146.26796,7654.5356,189.524,38,1094
S9001XS,,261.1423,,333.05322,8,133
S9002XA,3279.1555,195.42004,3781.4089,264.26593,279,14910
S9002XD,7654.8462,167.62227,8856.1172,214.9156,42,1184
S9002XS,,149.0547,,190.23131,2,137
S90111A,1284.7495,141.36905,1476.3025,189.41913,83,14277
S90111D,,97.073326,,123.89165,8,1081
S90111S,,101.19047,,129.21187,3,136
S90112A,1922.3319,141.70018,2184.4668,189.4649,82,13827
S90112D,,90.437897,,115.04605,6,969
S90112S,,92.257332,,124.08186,2,134
S90119A,,98.809547,,127.71124,4,1255
S90119D,,95.461365,,120.75464,0,92
S90119S,,79.380623,,98.015312,0,26
S90121A,1214.8236,135.82872,1419.0688,181.01047,108,17896
S90121D,727.97662,101.13938,762.38464,128.49216,13,1210
S90121S,,91.587517,,119.19851,0,146
S90122A,1291.1295,137.78833,1548.6567,183.78459,92,17891
S90122D,,97.547203,,124.6889,11,1156
S90122S,,92.62014,,120.30157,4,133
S90129A,197.802,100.61813,282.198,130.40552,20,2882
S90129D,,82.374329,,104.9956,1,118
S90129S,,111.91695,,137.77695,1,50
S90211A,1000.1679,116.07442,1165.8533,152.5024,106,11356
S90211D,698.80048,82.246277,806.35846,105.02268,17,1744
S90211S,,80.572083,,103.35523,4,342
S90212A,972.03082,113.95348,1136.2813,148.78899,91,11498
S90212D,695.97333,74.885666,713.71954,95.562111,20,1762
S90212S,,94.817337,,121.29031,3,323
S90219A,,96.453171,,124.29926,4,347
S90219D,,85.155289,,110.337,1,56
S90219S,,69.868385,,90.571289,0,29
S90221A,585.91315,101.13654,702.96759,130.6498,53,7437
S90221D,112.23167,83.283394,140.86749,105.97088,12,951
S90221S,,99.570374,,127.28624,0,170
S90222A,948.75635,101.40185,1115.3079,130.49812,53,7409
S90222D,,77.512215,,98.847,5,944
S90222S,,88.237946,,112.39751,1,176
S90229A,,90.284554,,116.63219,9,1544
S90229D,,94.399605,,120.01204,0,128
S90229S,,85.819763,,107.48547,1,40
S9030XA,666.37341,122.54034,876.3291,160.97023,64,4838
S9030XD,,106.51729,,135.50165,6,351
S9030XS,,119.17173,,153.1916,0,69
S9031XA,3201.8633,173.43407,3618.1204,235.36046,744,66971
S9031XD,6267.6196,119.22028,7407.522,153.35432,84,4462
S9031XS,2446.2385,130.31668,3323.5767,167.00395,14,555
S9032XA,3325.9456,172.93658,3786.1704,234.53972,745,67793
S9032XD,6291.3384,129.64682,7026.8633,167.16522,104,4424
S9032XS,4164.0112,126.41924,4826.4771,166.16812,14,462
S90411A,834.32617,145.26546,981.93414,191.43578,38,3682
S90411D,,157.17236,,200.97057,7,630
S90411S,,168.39613,,216.07864,7,87
S90412A,2102.3293,150.09567,2264.5847,198.15648,52,3553
S90412D,2897.8831,133.11984,4128.478,171.51257,12,593
S90412S,,122.63633,,155.41399,2,84
S90413A,,114.07764,,146.21349,6,288
S90413D,,94.784637,,118.14586,0,28
S90414A,857.57715,138.40747,980.99683,180.95479,67,4825
S90414D,,136.38008,,173.85706,6,803
S90414S,,85.078278,,112.04011,2,90
S90415A,1873.8571,141.87457,2048.4834,186.28661,55,4857
S90415D,,132.47232,,169.76234,7,807
S90415S,,139.00313,,252.68135,0,78
S90416A,822.10297,115.04464,1187.714,147.3871,19,1011
S90416D,,86.984642,,111.4492,0,86
S90416S,,75.514442,,93.737503,1,33
S90421A,1985.1656,164.02179,2222.1716,212.99055,77,4362
S90421D,,133.03384,,168.78658,10,630
S90421S,,118.44302,,148.78059,1,103
S90422A,2435.5854,161.6497,2764.8237,208.77431,59,4205
S90422D,,115.57741,,147.8557,6,591
S90422S,,225.02744,,290.58896,1,87
S90423A,,111.97279,,144.14128,5,382
S90423D,,108.04855,,140.604,1,48
S90423S,,57.571999,,74.125999,0,15
S90424A,2213.5032,141.47147,2523.009,182.53915,54,4839
S90424D,,114.7159,,145.12012,6,705
S90424S,,110.9818,,138.10786,1,73
S90425A,3014.5046,151.15422,3382.8757,195.27704,41,4576
S90425D,,113.53811,,145.84369,9,670
S90425S,,99.874847,,127.10753,0,84
S90426A,176.4875,111.42683,220.98334,142.30156,12,777
S90426D,,123.4385,,154.0672,2,84
S90426S,,140.992,,175.854,0,15
S90441A,,86.888374,,135.01324,0,24
S90442A,,77.944443,,99.583885,0,17
S90444A,,156.5903,,221.05606,0,31
S90445A,,292.69922,,396.2608,0,25
S90451A,3236.6965,190.44156,4322.2686,253.51775,22,1075
S90451D,,122.165,,156.9623,1,71
S90451S,,102.82916,,141.13583,1,12
S90452A,2627.5261,206.85583,3143.6042,275.2767,21,887
S90452D,,366.88147,,464.73721,2,54
S90453A,,126.4603,,162.58788,1,98
S90454A,,193.42847,,257.68808,10,684
S90454D,,106.52891,,134.40927,1,50
S90455A,,176.2462,,234.5029,9,694
S90455D,,164.1862,,204.56081,1,47
S90456A,637.625,125.84406,756.44916,164.10085,12,162
S90456D,,162.4325,,251.17084,0,12
S90461A,,129.90509,,179.38235,1,343
S90462A,,151.98605,,201.11264,2,277
S90462D,,108.37923,,128.52077,0,12
S90463A,,81.905586,,118.86382,0,29
S90464A,,131.327,,180.09271,2,533
S90464D,,90.220413,,102.58938,0,47
S90465A,,121.95306,,163.28033,0,548
S90465D,,72.035995,,91.833336,0,14
S90466A,,84.640457,,109.76788,2,66
S90471A,,254.42459,,333.11594,1,36
S90472A,,140.32079,,192.09,1,36
S90474A,,375.15918,,498.81812,1,47
S90475A,,581.20093,,748.45502,0,32
S90511A,1048.4325,179.10219,1210.6322,238.14616,31,4023
S90511D,,202.06372,,259.52081,9,498
S90511S,,161.32808,,213.89737,3,79
S90512A,1119.1954,191.22353,1325.5294,254.68221,37,4244
S90512D,,177.4682,,225.09523,11,511
S90512S,,120.47839,,151.62331,2,101
S90519A,,154.35544,,202.86794,4,288
S90519D,,111.24294,,138.23706,2,31
S90521A,2544.2271,176.38034,2756.677,225.81093,14,1113
S90521D,,145.18866,,181.35849,3,175
S90521S,,103.31381,,132.03191,2,33
S90522A,479.03284,184.73839,516.27216,239.66835,14,1061
S90522D,,174.85092,,222.50879,2,148
S90522S,,129.54828,,161.47379,0,25
S90529A,,118.71896,,149.41164,2,129
S90529D,,167.918,,210.18399,0,14
S90551A,,209.68666,,275.47125,5,168
S90551D,,373.27106,,473.64371,2,24
S90552A,,229.1097,,297.5842,6,192
S90552D,,185.27333,,231.66333,2,22
S90559A,,271.93808,,342.73846,3,24
S90561A,,119.87276,,158.11484,4,3473
S90561D,,241.77962,,329.89276,0,120
S90561S,,98.128212,,130.04697,1,43
S90562A,,121.87937,,161.09952,10,3868
S90562D,,187.3739,,236.18092,1,130
S90562S,,118.57588,,140.21205,0,32
S90569A,,94.364143,,120.75998,0,407
S90569D,,90.929375,,112.11562,0,16
