icd10,exp_mcr_inpatient,exp_mcr_outpatient,exp_total_inpatient,exp_total_outpatient,bene_ip,bene_op
S2222XB,2015.5341,322.60501,2527.5728,407.37408,15,12
S2222XD,7707.1484,176.6017,8504.3447,227.55676,611,1236
S2222XG,,190.88461,,242.58824,7,120
S2222XK,4760.8481,135.11119,5443.1157,175.78426,31,115
S2222XS,5215.5645,165.10268,6137.3848,210.50371,57,154
S2223XA,8090.0757,320.56628,8994.0059,447.17426,113,198
S2223XD,6221.1323,176.42659,7275.0752,222.32539,63,79
S2223XG,,296.32559,,393.4924,5,18
S2223XK,5628.0737,138.04483,6467.8892,177.08829,59,250
S2223XS,,118.27271,,152.41568,6,31
S2224XA,6837.0015,423.2048,7799.833,541.17157,40,130
S2224XD,,172.82249,,252.01393,10,25
S2224XS,,78.489044,,98.589996,5,12
S2231XA,4062.9487,351.47287,4666.8101,474.26974,8101,93335
S2231XB,3872.1726,191.80118,4604.8325,259.94791,29,220
S2231XD,7121.1528,204.13557,8041.6582,264.49127,3195,9552
S2231XG,7243.1318,196.32204,8503.4932,267.3168,43,547
S2231XK,6653.9517,271.78787,7259.9458,343.24377,40,203
S2231XS,6293.8511,214.36995,7441.3467,272.84326,329,1357
S2232XA,4190.0459,357.98145,4801.2866,483.66379,8261,98555
S2232XB,4099.9517,148.41557,4463.0332,205.76576,20,249
S2232XD,7248.2749,199.9826,8179.3838,258.4614,3076,9966
S2232XG,6050.3735,211.94035,6877.6079,283.81921,36,568
S2232XK,6494.6821,300.45734,7597.1377,388.81061,48,246
S2232XS,6016.1948,215.0071,6976.9785,274.84079,312,1412
S2239XA,1579.4615,220.8994,1820.6986,290.27182,3544,23846
S2239XB,7490.0781,195.83798,8944.5107,246.77777,19,132
S2239XD,6386.0137,205.96133,7306.1392,264.11072,1036,2437
S2239XG,6235.9658,280.04431,7255.6758,360.63721,13,85
S2239XK,,191.57381,,246.3427,8,57
S2239XS,6511.1182,161.49374,7704.3291,207.55229,191,552
S2241XA,7114.6719,495.24713,8025.2319,671.2146,42395,102296
S2241XB,4179.0029,241.65451,4867.6333,330.18628,104,282
S2241XD,7594.1782,220.0656,8429.8506,282.14322,16079,20179
S2241XG,6199.9468,210.85878,7069.6177,278.62076,167,1040
S2241XK,6554.418,219.7365,7366.7217,276.8605,95,338
S2241XS,6376.855,252.74768,7485.7305,322.96756,1356,2278
S2242XA,7268.3008,504.00534,8189.5337,682.71967,42695,104358
S2242XB,6135.8218,258.46927,6909.8774,373.51996,95,315
S2242XD,7543.3384,218.88416,8368.6973,281.45877,15570,20449
S2242XG,6477.022,237.52171,7290.7788,309.49408,185,1071
S2242XK,5487.5757,308.98703,6066.25,393.81125,88,409
S2242XS,6387.9902,235.96907,7477.0405,302.86221,1307,2429
S2243XA,8895.0586,535.00989,9692.0098,718.90253,9598,9359
S2243XB,9651.8311,104.08134,10325.271,132.31447,24,78
S2243XD,8181.2104,193.41264,9063.2656,248.61836,2684,2909
S2243XG,6543.2109,215.27968,7369.4355,282.35059,45,175
S2243XK,4676.0728,228.875,5518.4077,318.76019,16,51
S2243XS,6532.3369,262.82101,7664.4429,335.54416,363,480
S2249XA,2226.6382,289.93546,2551.8093,383.54861,6551,16463
S2249XB,2174.0298,163.05173,2564.7039,205.03935,48,116
S2249XD,7064.9131,231.46227,7980.584,294.56833,3455,4323
S2249XG,5715.9121,197.46515,6483.3032,257.47903,33,148
S2249XK,3503.9363,164.53899,4558.9331,218.92102,15,74
S2249XS,6610.6226,237.74921,7780.4595,301.80258,551,896
S225XXA,26875.299,975.16364,27900.27,1330.8295,2204,1038
S225XXB,8326.4453,,8831.9043,,14,9
S225XXD,12310.061,237.47978,12898.089,307.21457,291,192
S225XXG,,201.71719,,284.97845,10,27
S225XXK,7097.5547,210.09767,7745.2461,267.57138,19,34
S225XXS,4627.0767,151.85655,5005.832,191.65787,18,44
S229XXA,4203.6523,387.78119,4743.1792,524.01331,227,1676
S229XXB,,140.11482,,173.3407,0,21
S229XXD,7297.9878,271.7471,8454.5742,349.84628,91,174
S229XXG,,184.34534,,241.03667,2,15
S229XXK,2676.467,74.785187,3624.3394,95.204819,13,23
S229XXS,6445.1567,182.72881,7611.3672,234.78804,14,72
S230XXA,,257.26328,,333.57422,5,53
S230XXD,,123.75684,,160.19632,4,17
S23100A,,137.93272,,174.87306,3,81
S23100D,,159.0625,,201.158,2,15
S23101A,3341.9993,129.41916,3865.6436,167.31543,13,56
S23101D,,228.32388,,287.49445,4,22
S23110A,,159.93257,,205.02057,2,24
S23120A,,141.50972,,176.73083,3,34
S23121A,,187.95889,,253.16444,5,12
S23122A,,234.23883,,265.25214,2,64
S23122D,,435.08139,,471.01126,2,57
S23122S,,71.905861,,80.447929,2,29
S23123A,,463.27469,,577.948,6,15
S23130A,,496.81244,,616.48175,2,25
S23132A,,135.94524,,166.47661,1,82
S23140A,,160.44576,,181.13,3,23
S23141A,,400.94385,,513.43231,4,13
S23142A,,144.56818,,163.32939,0,18
S23143A,8590.3701,,9107.291,,12,10
S23150A,,69.913719,,89.385582,1,15
S23152A,,170.85066,,205.444,5,12
S23153A,18954.926,,19525.393,,13,8
S23160A,,181.71114,,227.59686,5,23
S23161A,9530.7207,,10311.997,,13,9
S23162A,,210.06595,,251.16499,5,26
S23163A,14125.366,216.75179,14818.106,281.63034,19,19
S23170A,,180.79243,,225.73956,5,34
S23171A,12610.712,199.31062,15064.753,262.99875,18,34
S23171D,7840.4766,,8355.9512,,14,3
S2320XA,,330.38412,,430.61295,1,29
S2329XA,8543.9072,268.34171,9528.0908,363.92807,33,689
S2329XD,,144.19595,,206.92429,4,67
S2329XS,,160.31429,,206.26714,0,14
S233XXA,5886.0698,222.75708,6464.1924,304.35837,119,13767
S233XXD,7011.5552,210.4698,7725.3218,270.61658,25,2127
S233XXS,,215.88942,,278.66046,7,261
S2341XA,4292.7534,179.72705,4966.7153,244.28343,76,17249
S2341XD,6664.3633,191.89085,8079.8994,247.9529,23,1322
S2341XS,,134.33438,,172.39462,4,404
S23420A,,128.36737,,170.70168,3,369
S23420D,,221.21655,,286.74026,3,70
S23420S,,197.0864,,264.11401,0,16
S23421A,,302.02798,,411.99722,5,239
S23421D,,192.39131,,248.87947,0,28
S23428A,,143.64128,,196.66444,0,163
S23428D,,167.23305,,213.49043,0,20
S23428S,,120.40958,,154.99583,0,23
S23429A,,187.00963,,250.53474,5,331
S23429D,,180.88187,,237.93465,2,36
S23429S,,435.89883,,547.83826,1,14
S238XXA,,183.80031,,249.38788,11,1661
S238XXD,,209.34294,,269.74295,1,188
S238XXS,,219.32001,,275.85788,0,28
S239XXA,672.9848,189.79918,854.29517,256.55673,28,5567
S239XXD,,186.45006,,242.13902,8,522
S239XXS,,157.99481,,217.27722,0,69
S240XXA,22039.24,267.5578,22652.605,347.52515,93,101
S240XXD,14006.478,1436.8232,16322.61,1812.7415,20,19
S240XXS,,250.55679,,326.94501,5,13
S24101A,11163.345,434.79953,11847.894,563.22772,75,484
S24101D,12060.526,228.58519,13555.563,294.88428,23,106
S24101S,9382.4473,267.71146,11227.567,362.21829,12,57
S24102A,18544.711,736.06866,19314.219,937.74847,201,510
S24102D,15590.833,382.30493,16788.867,496.814,146,329
S24102S,14157.491,459.24576,15088.078,583.53101,75,369
S24103A,17550.643,461.49713,18110.334,588.11145,245,913
S24103D,14885.042,344.87692,16065.476,450.72107,187,455
S24103S,14037.351,439.24493,15573.667,556.10553,73,389
S24104A,17056.756,787.08716,17739.793,1000.4774,235,452
S24104D,15893.967,303.70566,16912.266,387.05838,158,260
S24104S,16315.059,483.86084,16882.207,619.87183,66,212
S24109A,2639.4893,336.01678,2800.6379,434.12204,442,2361
S24109D,8646.3545,365.36115,10098.692,465.86279,171,664
S24109S,10055.285,412.3147,11774.479,515.8512,61,715
S24111A,36146.832,643.84546,37161.898,817.73383,21,87
S24111D,16357.211,1083.4036,17533.145,1384.4379,13,36
S24111S,,316.88998,,417.80386,4,20
S24112A,40070.613,987.97192,42598.668,1251.2593,72,249
S24112D,19595.492,459.98538,20834.246,579.1214,64,115
S24112S,21748.518,643.62665,22525.406,800.90375,40,102
S24113A,28633.553,672.10223,29142.377,880.20428,94,233
S24113D,13458.79,310.22968,14989.115,390.85217,61,105
S24113S,20459.857,344.31415,21281.826,437.87881,43,64
S24114A,32343.568,729.32892,33150.773,923.82697,74,222
S24114D,13248.606,259.41837,14719.487,332.35025,46,75
S24114S,19971.117,822.04218,21062,1044.1993,29,62
S24119A,8602.2549,221.76671,8748.4229,299.49915,13,86
S24119D,,370.27914,,466.29333,6,25
S24119S,,146.18681,,185.84743,5,29
S24132A,,540.80389,,676.78406,6,27
S24133A,,1261.1187,,1586.8384,6,35
S24133D,,372.5596,,472.16876,7,13
S24134A,,345.194,,432.78766,8,40
S24139D,,175.56,,227.495,2,16
S24142A,,250.966,,314.198,6,13
S24151A,32910.516,507.41901,33727.512,663.86401,20,68
S24151D,17863.076,518.18652,19031.975,652.31842,21,37
S24151S,,424.51828,,536.46918,0,25
S24152A,25702.135,544.48584,26692.459,692.08374,113,155
S24152D,20858.561,531.92139,21547.199,671.53906,106,93
S24152S,21561.65,372.98441,22880.139,473.73676,36,84
S24153A,25807.732,742.23779,26553.215,928.31262,126,238
S24153D,21180.029,309.96777,21899.301,392.71118,172,129
S24153S,19760.166,360.39255,21028.398,455.7774,40,72
S24154A,24332.426,422.98816,25491.525,539.69623,110,174
S24154D,22220.367,345.53729,22903.41,443.68411,107,78
S24154S,17974.617,419.27075,18903.256,533.70428,34,64
S24159A,4473.0781,291.1261,4859.3262,379.60641,35,249
S24159D,15425.781,254.51741,15737.957,338.72919,31,61
S24159S,15023.628,430.9592,15981.121,522.58264,13,28
S242XXA,5586.3013,292.19034,5855.8999,388.35809,29,122
S242XXD,,284.77405,,386.85355,6,37
S242XXS,,286.33411,,373.89514,8,31
S243XXA,,187.76187,,248.47906,0,21
S244XXA,,473.14111,,598.91187,7,23
S248XXA,,188.76971,,251.47905,2,80
S248XXD,,109.80177,,154.33189,1,36
S248XXS,,422.74948,,530.39978,3,18
S249XXA,,455.67282,,598.40692,5,60
S2500XA,14133.549,670.48938,14508.648,884.89557,131,192
S2500XD,4204.1641,205.90279,4727.394,274.01572,14,119
S2500XS,,197.75282,,263.52527,7,42
S2501XA,41375.164,1819.0989,42739.363,2304.3738,81,25
S2501XD,,187.81599,,235.48,5,17
S2502XA,50775.516,1277.2173,52317.934,1645.4457,116,45
S2502XD,,242.43631,,319.67105,8,15
S2509XA,47056.859,1504.5085,48123.637,1915.328,228,79
S2509XD,7469.5225,201.9882,8328.6064,259.2724,19,45
S2509XS,,167.77948,,222.87895,2,13
S25101A,5559.7139,189.754,5852.6665,245.34779,24,46
S25101D,,232.49228,,291.51886,3,26
S25102A,5379.5283,339.54166,5830.957,420.63107,32,51
S25102D,,159.158,,208.02673,5,36
S25102S,,171.47166,,216.98584,2,12
S25109A,9191.0859,111.1075,9368.6133,146.21225,17,36
S25191A,20083.066,,20504.586,,19,4
S25192A,16311.474,984.52588,16993.824,1165.7024,26,17
S2520XA,1263.9247,233.64685,1437.792,315.36368,15,17
S25302A,,253.17072,,383.55856,4,13
S25409A,,437.74463,,558.01965,4,76
S25419A,,362.14435,,456.2645,0,123
S25501A,13976.825,485.66818,14689.578,626.27179,19,33
S25502A,16554.896,243.90137,17334.75,312.53864,16,21
S25502D,,159.12056,,201.79279,1,16
S25511A,35811.074,375.43472,38694.02,495.6163,13,19
S25512A,22845.334,133.49158,23680.1,192.19211,13,16
S25591A,32671.127,,33743.988,,15,5
S25891A,29510.037,,30365.986,,14,4
S2590XA,,235.69714,,298.9725,6,22
S2600XA,15909.964,1100.4243,16655.748,1519.3668,40,16
S2601XA,12981.097,,13780.368,,18,8
S26020A,37755.66,,38690.594,,39,5
S26021A,44092.781,2187.9253,45067.25,2839.1287,52,13
S2609XA,23850.689,4657.083,24630.09,5598.3833,60,13
S2610XA,8618.6113,721.38147,9129.9229,897.49792,33,31
S2611XA,12072.225,810.12616,12866.412,1014.6909,171,85
S2611XD,,66.387032,,83.345184,8,13
S2612XA,35309.508,,36397.07,,23,5
S2619XA,15743.128,689.41895,16437.404,881.62366,46,35
S2690XA,5252.9204,576.68463,5635.0566,756.82013,160,183
S2690XD,,364.01233,,464.0773,8,25
S2691XA,8748.8262,828.95062,9549.585,1079.6696,523,375
S2691XD,7025.7363,300.99158,8475.4316,386.51236,27,45
S2692XA,29967.838,1925.5845,30869.494,2328.0291,51,19
S2699XA,11455.028,625.80457,12771.832,836.66852,48,108
S270XXA,9711.6855,945.88489,10744.365,1302.0903,23616,10249
S270XXD,7359.2549,170.7773,7959.0981,223.68796,1489,1883
S270XXS,5492.5024,235.8703,6341.2515,310.50085,170,230
S271XXA,14545.769,974.72589,15453.999,1308.3627,8620,2994
S271XXD,9126.7959,245.53691,9736.6416,324.77353,590,461
S271XXS,9738.7246,324.92581,10654.728,429.15866,86,75
S272XXA,18503.707,1139.8292,19584.432,1555.2977,10231,2378
S272XXD,9535.376,213.76955,10161.755,274.84421,521,359
S272XXS,7448.3989,231.40512,8746.4824,314.59641,64,46
S27301A,6442.5146,344.39114,7125.7178,443.367,119,125
S27301D,,93.294212,,118.88421,7,17
S27302A,,155.18906,,198.37813,3,32
S27302D,,113.08913,,142.65652,3,13
S27309A,999.70422,254.19312,1135.424,325.41928,132,144
S27309D,2887.1462,107.86333,3224.5793,136.15971,31,44
S27309S,,189.95595,,235.29973,7,28
S27321A,8900.832,727.80902,9725.4717,998.38287,2124,1971
S27321D,6787.1787,159.77415,7386.5146,209.98578,138,230
S27321S,5699.6353,136.52211,6958.1118,174.34264,14,44
S27322A,11708.647,769.22754,12450.998,1013.5292,585,373
S27322D,7589.7046,113.72324,8391.3691,149.47217,52,56
S27322S,,182.6225,,280.32748,5,15
S27329A,5600.5396,508.38336,6115.1631,685.34717,1265,1473
S27329D,5907.6899,190.47285,6592.8052,246.13292,114,126
S27329S,6609.1924,100.30606,7207.6812,125.90879,26,30
S27331A,34237.23,1171.0795,35047.891,1571.9174,155,48
S27332A,20918.281,,21611.623,,12,4
S27339A,4135.707,666.78217,4483.9634,946.88837,25,28
S27391A,13692.03,820.89996,14384.959,1130.6481,92,51
S27392A,6679.1245,,7212.9224,,16,11
S27399A,10080.377,279.48578,11049.434,363.98001,36,45
S27402S,,66.888435,,87.170303,0,29
S27409A,,254.69499,,318.5325,2,12
S2752XA,,334.68619,,455.21692,2,55
S2753XA,17878.348,,20070.145,,13,4
S2760XA,4398.0308,625.61652,4883.208,887.79041,17,26
S2769XA,9685.2188,841.93372,10511.591,1113.1637,62,77
S27802A,7106.4395,515.83215,7864.2305,647.0365,15,34
S27803A,38346.75,761.29315,39207.184,978.34052,178,19
S27808A,33134.008,443.59659,33960.016,603.25482,194,95
S27808D,8363.2656,197.54819,9325.2939,246.57394,22,26
S27809A,4388.0776,247.10986,4643.7402,334.00201,73,137
S27809D,6394.9985,176.99136,6819.416,226.55302,12,48
S27809S,,362.99084,,459.13834,4,26
S27812A,10109.207,372.69373,10923.779,502.1394,30,49
S27813A,10231.955,816.40369,11147.279,1102.0348,163,95
S27813D,,222.37105,,277.84,9,18
S27818A,18682.018,281.60867,19378.021,376.41284,137,1605
S27818D,5877.4951,357.44229,7391.1372,499.06729,18,22
S27819A,1534.7419,344.59732,1697.3644,472.08179,112,209
S27819D,4148.8677,198.888,5087.832,254.04311,23,33
S27819S,,172.35667,,216.25523,4,15
S27892A,9638.7959,715.25183,10453.543,969.64899,245,278
S27892D,9188.5459,177.4872,9672.9102,227.58456,16,51
S27898A,9852.4648,999.78674,10228.584,1327.0315,22,40
S27899A,3314.6667,344.02249,3504.697,460.57764,38,79
S27899D,,160.34,,206.11429,8,13
S279XXA,1595.2385,366.46661,1745.1985,468.06967,76,1253
S279XXD,,147.33536,,184.29465,4,16
S279XXS,,132.63924,,159.68001,3,13
S280XXA,20744.123,626.69879,21677.602,868.50891,172,475
S280XXD,13110.517,128.86029,14050.531,172.11972,16,33
S28211A,,1170.7825,,1469.8774,0,12
S29001A,2724.667,252.12416,3254.9204,349.77676,55,1477
S29001D,,205.16962,,287.99677,4,42
S29002A,1932.9492,220.75301,2345.3699,302.13882,27,794
S29002D,,215.33333,,288.53867,1,35
S29009A,1313.1437,186.68196,1361.5131,255.80978,36,941
S29009D,,215.59161,,274.99289,4,49
S29011A,6037.9897,305.71185,6961.5469,411.58963,392,46108
S29011D,8540.71,180.545,9465.8057,235.88272,16,1462
S29011S,,145.35521,,188.30194,7,191
S29012A,5843.519,271.56329,6844.9961,368.55209,201,66068
S29012D,9292.7949,201.99252,10431.469,268.61044,17,3632
S29012S,,191.37982,,252.22174,0,422
S29019A,3988.2712,204.54213,4741.793,276.08481,22,14119
S29019D,,174.23177,,231.75696,9,1629
S29019S,,194.86967,,264.52634,1,205
S29021A,,822.06763,,1021.1776,10,33
S29022A,,302.0542,,393.38791,6,26
S29091A,1956.35,205.80342,2241.3088,277.72153,32,412
S29091D,,251.28391,,353.94913,4,19
S29092A,2641.1306,219.95708,2915.1355,305.44653,15,219
S29092D,,257.14777,,326.64557,0,13
S29099A,,349.19482,,453.29752,4,55
S298XXA,328.05426,173.71242,374.18555,228.71446,4014,23645
S298XXD,6574.8652,151.7666,7277.978,199.17049,67,432
S298XXS,,113.22166,,147.31917,5,83
S299XXA,102.69228,119.35013,122.24891,157.31932,30926,160265
S299XXD,3097.2634,143.68463,3493.9431,191.43306,250,2134
S299XXS,3112.5217,151.33473,3204.9312,199.45107,17,373
S300XXA,5319.8745,330.85861,6071.8076,450.27866,6157,137399
S300XXD,8538.4658,209.3833,9451.2969,274.22131,1011,5148
S300XXS,7060.4819,209.19594,8277.832,271.21469,86,616
S301XXA,3725.1807,481.77222,4151.8228,642.60907,12393,60528
S301XXD,5278.7876,203.07959,5901.1309,264.06012,1325,4780
S301XXS,4822.21,198.82994,5709.7144,257.09137,175,802
S30201A,,295.10239,,388.14334,5,113
S30202A,,244.63927,,314.35544,7,68
S3021XA,2371.8538,207.75287,2758.1807,277.23318,18,658
S3021XD,,129.90166,,160.56389,1,17
S3022XA,3861.644,409.99146,4354.1909,537.15363,333,2371
S3022XD,6431.8481,152.93309,6854.4238,211.62679,21,135
S3022XS,,129.11667,,163.88696,3,25
S3023XA,4169.3872,297.1973,5012.1758,399.83191,34,403
S3023XD,,135.01781,,177.81593,5,31
S303XXA,,262.14487,,350.42426,8,80
S30810A,1697.9771,199.6377,1827.3408,263.5556,265,8732
S30810D,2717.6804,181.32033,3055.0071,235.28282,42,1865
S30810S,,155.09621,,201.11572,4,120
S30811A,2366.7136,267.27032,2647.3948,351.9548,138,5472
S30811D,4079.407,192.45908,4247.6592,242.4399,16,585
S30811S,,214.6904,,272.74066,7,99
S30812A,2061.9893,164.73253,2166.3699,216.12881,32,1891
S30812D,,112.13018,,141.00569,6,95
S30812S,,365.5423,,457.78885,0,24
S30813A,2508.4482,167.36398,2986.5781,220.15257,27,2594
S30813D,,154.90854,,196.42236,0,99
S30813S,,99.202225,,125.75963,2,19
S30814A,6718.8931,195.71786,7196.9189,253.76999,28,2868
S30814D,,104.13553,,129.92479,0,287
S30814S,,125.59826,,173.72304,0,45
S30815A,,141.39545,,184.28966,1,85
S30816A,,187.63007,,240.6871,2,152
S30816D,,75.721252,,99.751877,0,14
S30817A,4362.8838,195.12132,4792.8159,252.88803,28,828
S30817D,,278.79495,,351.9776,0,74
S30820A,2434.1304,116.37272,3003.0488,147.82076,21,924
S30820D,,144.6252,,182.69461,7,167
S30820S,,194.99324,,246.40459,1,20
S30821A,1233.2496,152.85275,1322.2904,196.39259,27,1006
S30821D,,209.64854,,265.10843,0,139
S30821S,,176.26715,,220.47501,1,23
S30822A,,123.45525,,160.36534,7,229
S30822D,,100.474,,127.53333,1,25
S30823A,,139.38622,,179.93198,3,128
S30823D,,111.12,,136.65143,0,12
S30824A,,103.97975,,127.51105,2,236
S30824D,,87.129997,,101.08546,0,39
S30824S,,83.122307,,105.57923,0,12
S30825A,,157.00031,,195.65939,0,31
S30826A,,104.19055,,122.78778,1,53
S30827A,,111.39525,,147.6545,1,39
S30842A,9900.1621,399.31357,14284.505,520.41516,16,128
S30850A,137.95416,161.05127,162.91866,215.40271,87,842
S30850D,,194.30605,,248.94325,5,42
S30850S,,100.44111,,129.18666,2,14
S30851A,545.97028,224.7598,617.4057,295.3595,169,2173
S30851D,,188.28871,,234.45392,4,138
S30851S,,173.7235,,216.41371,5,34
S30852A,3566.5017,345.95313,4022.2073,457.37851,17,180
S30853A,,387.48749,,488.16074,6,61
S30854A,,199.37738,,266.55966,4,118
S30857A,,80.591576,,125.59526,1,19
S30860A,2648.3511,105.53219,3038.2844,136.42087,34,21154
S30860D,,117.12197,,141.83998,5,776
S30860S,,111.53857,,132.79903,1,214
S30861A,4252.8672,113.77386,5026.5483,149.87605,35,31131
S30861D,,101.98363,,123.90422,1,1132
S30861S,,88.699417,,105.02217,0,328
S30862A,,115.11439,,156.89948,2,662
S30862D,,105.6015,,135.1955,0,19
S30863A,,124.34045,,167.70955,1,1066
S30863D,,95.765488,,111.37516,1,29
S30864A,,118.70143,,154.56624,0,188
S30865A,,98.034752,,126.0331,0,136
S30866A,,120.40143,,148.58714,0,96
S30867A,,86.561531,,112.69435,0,83
S30870A,,154.52559,,204.87088,0,299
S30871A,,153.43147,,209.93381,0,722
S30871D,,104.96286,,129.56343,0,33
S30871S,,141.7,,181.25749,0,12
S30872A,,139.63646,,183.32387,2,31
S30873A,,233.27762,,304.54144,0,21
S3091XA,1060.6045,192.53325,1247.6815,245.98323,117,2621
S3091XD,,160.16847,,203.46202,11,278
S3091XS,,181.24466,,236.89233,3,29
S3092XA,3031.571,179.82559,3216.3357,233.81776,70,1419
S3092XD,5664.2974,168.83858,6620.4155,213.66849,13,244
S3092XS,,131.57545,,167.39999,1,35
S3093XA,1815.0862,182.99937,2142.4307,237.54662,13,262
S3093XD,,121.26028,,153.89334,3,31
S3094XA,1476.2653,199.41286,1707.6926,266.15042,23,217
S3094XD,,166.46167,,212.45084,0,22
S3094XS,,71.389999,,88.993332,2,12
S3095XA,,157.87187,,202.99767,7,161
S3095XD,,102.55473,,128.55684,3,14
S3096XA,,175.82333,,236.27167,0,18
S3097XA,,141.65881,,179.48412,1,17
S3098XA,,170.5179,,215.21474,4,31
S31000A,1029.4312,259.46564,1226.1617,329.78256,2891,19324
S31000D,3775.9277,291.30649,4798.3389,370.09274,651,6410
S31000S,4281.8789,215.67522,5427.832,265.32327,114,1047
S31001A,1651.0677,395.94342,1846.4291,499.7233,71,724
S31001D,3155.9045,387.6875,3602.0845,488.94437,20,223
S31001S,,129.21425,,163.84575,11,42
S31010A,3459.2446,311.53937,3816.0818,404.65491,80,1520
S31010D,,344.60999,,435.67798,10,1495
S31010S,,629.5426,,791.36523,3,13
S31011A,,576.67261,,714.19232,5,49
S31011D,,619.12189,,777.28479,2,32
S31020A,1178.0344,268.85159,1479.7673,340.15765,86,737
S31020D,2063.77,730.49792,2246.0059,937.05963,12,52
S31021A,,606.17413,,759.47528,3,12
S31030A,1435.3126,365.54282,1568.7822,468.20782,48,260
S31030D,,129.75101,,166.13034,1,35
S31031A,,804.26105,,1017.7984,2,19
S31040A,6482.9331,438.14096,6854.0273,571.39349,12,86
S31041A,,189.15834,,254.575,4,21
S31050A,,256.19629,,332.55151,3,195
S31050D,,129.59952,,169.62666,1,16
S31100A,3076.2112,355.50241,3503.4771,449.55725,186,2540
S31100D,4276.396,336.80792,5526.6211,428.23462,69,769
S31100S,4498.5801,210.96651,5398.6235,267.15668,16,131
S31101A,3542.8125,330.1106,3957.2117,421.51141,76,1048
S31101D,6391.0029,1629.9512,7258.6841,2056.6853,24,996
S31101S,4048.3828,176.30075,4980.916,222.66341,14,52
S31102A,1459.6863,242.43518,1739.0059,304.26559,278,3117
S31102D,3464.9487,438.3183,4476.2554,551.83948,97,1110
S31102S,4453.939,472.79678,5366.3052,596.12085,21,413
S31103A,4070.657,353.41,4458.7739,451.2395,446,4226
S31103D,4825.7114,331.69418,5712.5928,424.92355,152,2282
S31103S,5057.8262,383.97534,6179.27,473.59082,38,244
S31104A,4943.3584,342.73801,5421.5415,434.53766,403,3873
S31104D,4860.0073,373.24872,5961.0757,473.46964,153,2128
S31104S,5111.4497,316.5578,6480.6934,403.95578,36,293
S31105A,1981.1796,366.18539,2248.2151,461.02948,217,3794
S31105D,3801.3457,300.99896,4562.5425,382.99026,113,1935
S31105S,3881.7822,373.60672,4965.124,469.89819,37,682
S31109A,1544.8896,296.84686,1760.4321,379.13892,4974,26806
S31109D,3584.1787,229.00497,4371.8872,293.72336,1459,13207
S31109S,3860.5125,283.56259,4928.5942,365.33682,311,2740
S31110A,5383.4409,550.07788,5949.2705,714.10669,54,296
S31110D,,590.23987,,740.09076,2,102
S31111A,7106.293,658.30005,7912.624,851.77936,63,275
S31111D,,573.09113,,731.90454,3,57
S31112A,5182.8691,521.83771,5720.9111,671.65192,88,200
S31112D,,281.39322,,355.81012,3,645
S31113A,9904.1855,504.85464,10744.621,667.1272,89,676
S31113D,,456.27621,,577.60437,3,201
S31113S,,107.57632,,134.57947,0,14
S31114A,7493.2393,506.99829,8218.4297,664.0625,101,684
S31114D,,316.38358,,398.08737,2,197
S31114S,,126.17714,,157.09952,0,17
S31115A,3552.8701,496.20349,3873.6882,649.64734,65,304
S31115D,,230.77525,,292.9906,4,171
S31119A,5919.5269,410.64185,6424.4375,535.90619,351,2310
S31119D,4752.8638,167.29039,5670.4248,213.15211,30,553
S31119S,,272.16241,,342.31577,2,24
S31120A,,634.8996,,828.97595,9,33
S31121A,,331.81329,,416.99881,4,118
S31122A,822.89313,218.31606,980.56812,279.50568,50,618
S31122D,,266.54813,,339.9437,6,58
S31123A,11741.137,559.03912,12395.411,716.85773,19,43
S31124A,8636.0527,949.23999,9855.0166,1192.7946,15,49
S31125A,2585.1755,282.94949,2926.7703,360.5882,29,137
S31125D,,363.95486,,464.42865,4,61
S31129A,5148.6914,375.24088,5586.5942,483.56985,71,226
S31129D,778.84192,271.95197,895.78333,343.71301,16,30
S31130A,6957.75,477.76828,7725.3452,645.63477,16,105
S31130D,,152.82462,,208.90923,1,12
S31131A,9110.4844,564.00269,9724.7969,775.20483,25,85
S31131D,,77.910667,,97.105331,1,13
S31132A,5134.5103,488.35098,5647.6128,609.51428,18,92
S31133A,5864.9165,421.39212,6337.7842,537.38782,21,306
S31133D,,225.9751,,298.60245,3,43
S31134A,11267.035,440.35184,12139.198,572.4682,40,282
S31134D,,158.33911,,208.33577,1,36
S31135A,12813.417,367.93893,14799.962,510.80426,14,125
S31135D,,173.37703,,254.07259,1,23
S31139A,4526.0225,368.29309,4878.1826,481.67258,113,935
S31139D,,162.05122,,205.61792,9,89
S31139S,,137.68857,,179.39714,7,13
S31140A,,745.22333,,1011.5082,11,39
S31141A,,777.86841,,983.37158,7,48
S31142A,,606.03394,,759.36609,6,21
S31143A,,417.7778,,582.16492,9,99
S31144A,14597.492,541.60364,15270.992,722.09949,15,100
S31145A,,449.03784,,589.5835,11,59
S31149A,7309.9155,442.60104,7841.6787,583.00696,35,256
S31149D,,568.86768,,713.98352,1,12
S31150A,,232.18381,,301.17285,1,42
S31151A,,214.78,,285.23633,0,38
S31152A,,203.69,,279.78867,0,15
S31153A,,267.57504,,356.86917,2,188
S31153D,,245.29913,,312.17914,0,18
S31154A,,230.79662,,305.45615,4,203
S31154D,,314.112,,488.02798,0,20
S31155A,,140.61418,,191.0249,4,54
S31159A,,245.12267,,323.23849,8,650
S31159D,,165.22891,,210.94855,0,49
S3120XA,3029.6252,201.25681,3344.7742,255.85086,133,1165
